rank,start_s,end_s,duration_s,similarity
2841,269.375,269.45,0.075,0.4234
2842,118.34,118.805,0.465,0.4234
2843,266.93,267.045,0.115,0.4148
2844,156.935,157.22,0.285,0.4122
2845,332.655,332.75,0.095,0.4121
2846,442.385,442.465,0.08,0.4082
2847,519.06,519.195,0.135,0.4009
2848,423.91,424.045,0.135,0.3998
2849,335.655,335.875,0.22,0.3994
2850,115.905,116.255,0.35,0.397
2851,532.585,532.695,0.11,0.3904
2852,424.79,424.94,0.15,0.3882
2853,555.365,555.865,0.5,0.3847
2854,430.94,431.44,0.5,0.3822
2855,89.645,89.92,0.275,0.3812
2856,286.835,286.965,0.13,0.3788
2857,430.44,430.94,0.5,0.3754
2858,431.44,431.69,0.25,0.3751
2859,45.31,45.49,0.18,0.3739
2860,423.355,423.58,0.225,0.369
2861,145.835,146.335,0.5,0.3679
2862,427.03,427.17,0.14,0.3674
2863,10.42,10.605,0.185,0.3633
2864,491.7,491.85,0.15,0.3594
2865,427.455,427.685,0.23,0.3564
2866,100.32,100.505,0.185,0.3525
2867,11.11,11.37,0.26,0.3471
2868,431.755,432.125,0.37,0.3438
2869,414.44,414.85,0.41,0.3428
2870,141.415,141.915,0.5,0.3312
2871,426.505,426.765,0.26,0.3211
2872,13.71,13.84,0.13,0.3191
2873,146.335,146.835,0.5,0.3098
2874,419.61,420.11,0.5,0.3083
2875,1056.35,1056.675,0.325,0.3079
2876,454.345,454.48,0.135,0.3048
2877,353.485,353.75,0.265,0.3047
2878,426.005,426.505,0.5,0.2967
2879,12.515,12.7,0.185,0.29
2880,268.065,268.22,0.155,0.2885
2881,89.125,89.6,0.475,0.2861
2882,425.505,426.005,0.5,0.2807
2883,52.635,53.12,0.485,0.2793
2884,492.37,492.52,0.15,0.2696
2885,444.66,444.76,0.1,0.2634
2886,429.085,429.585,0.5,0.2421
2887,429.585,430.085,0.5,0.1896
2888,554.03,554.53,0.5,0.1708
